0~1
https://www.correiobraziliense.com.br/mundo/2026/02/7355240-meus-filhos-foram-recrutados-para-um-esquema-de-trafico-humano-e-me-juntei-a-policia-para-tentar-encontra-los.html~'Meus filhos foram recrutados para um esquema de tráfico humano e me juntei à polícia para tentar encontrá-los'
https://www.correiobraziliense.com.br/mundo/2025/11/7302863-a-colombiana-que-sobreviveu-ao-trafico-de-pessoas-no-mexico-uma-amiga-me-enganou-e-me-levou-para-uma-rede-de-exploracao-sexual.html~A colombiana que sobreviveu ao tráfico de pessoas no México: 'Uma amiga me enganou e me levou para uma rede de exploração sexual'
https://www.correiobraziliense.com.br/mundo/2025/09/7244316-democratas-divulgam-suposta-carta-de-aniversario-de-trump-para-epstein.html~Democratas divulgam suposta carta de aniversário de Trump para Epstein
https://www.correiobraziliense.com.br/brasil/2025/08/7227154-hytalo-santos-relembre-as-polemicas-do-influenciador-preso.html~Hytalo Santos: Relembre as polêmicas do influenciador preso
https://www.correiobraziliense.com.br/brasil/2025/05/7157541-mpt-processa-byd-por-trabalho-escravo-em-obras-na-bahia.html~MPT processa BYD por trabalho escravo em obras na Bahia
https://www.correiobraziliense.com.br/mundo/2025/04/7124938-morre-virginia-giuffre-vitima-de-jeffrey-epstein-e-do-principe-andrew.html~Morre Virginia Giuffre, vítima de Jeffrey Epstein e do príncipe Andrew
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/07/01/interna-brasil,374368/governo-do-rio-de-janeiro-inicia-campanha-de-combate-ao-trafico-humano.shtml~Governo do Rio de Janeiro inicia campanha de combate ao tráfico humano
https://www.correiobraziliense.com.br/app/noticia/mundo/2013/06/19/interna_mundo,372355/estados-unidos-degradam-posicao-de-china-e-russia-por-trafico-humano.shtml~Estados Unidos degradam posição de China e Rússia por tráfico humano 
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/06/12/interna-brasil,371070/propostas-para-enfrentamento-ao-trafico-humano-sao-abertas-para-consulta.shtml~Propostas para enfrentamento ao tráfico humano são abertas para consulta
https://www.correiobraziliense.com.br/app/noticia/politica/2012/06/26/interna_politica,309336/exploracao-sexual-e-terceirizacao-da-mao-de-obra-estimulam-trafico-humano.shtml~Exploração sexual e terceirização da mão de obra estimulam tráfico humano
https://www.correiobraziliense.com.br/app/noticia/mundo/2012/04/04/interna_mundo,296386/onu-diz-que-2-4-milhoes-de-pessoas-no-mundo-sao-vitimas-de-trafico-humano.shtml~ONU diz que 2,4 milhões de pessoas no mundo são vítimas de tráfico humano
https://www.correiobraziliense.com.br/app/noticia/brasil/2011/11/25/interna-brasil,280190/disque-denuncia-para-brasileiras-no-exterior-vai-combater-trafico-humano.shtml~Disque-denúncia para brasileiras no exterior vai combater tráfico humano 
https://www.correiobraziliense.com.br/app/noticia/politica/2011/03/16/interna_politica,243021/senado-aprova-criacao-de-cpi-do-trafico-humano.shtml~Senado aprova criação de CPI do Tráfico Humano
https://www.correiobraziliense.com.br/app/noticia/brasil/2010/11/19/interna-brasil,223824/operacao-da-pf-desmonta-quadrilha-especializada-trafico-humano.shtml~Operação da PF desmonta quadrilha especializada tráfico humano
https://www.correiobraziliense.com.br/app/noticia/mundo/2010/06/11/interna_mundo,197288/bolivia-reforca-policiamento-contra-trafico-humano-nas-fronteiras-com-brasil-e-outros-vizinhos.shtml~Bolívia reforça policiamento contra tráfico humano nas fronteiras com Brasil e outros vizinhos
https://www.correiobraziliense.com.br/app/noticia/mundo/2009/02/27/interna_mundo,83599/conselho-da-europa-elaborara-mapa-do-trafico-humano-no-continente.shtml~Conselho da Europa elaborará mapa do tráfico humano no continente
